hotel_name,nationality,rating,review_title,review_neg,review_pos
Sofitel Brussels Le Louise,United States,9.6,exceptional,need well lighting bathroom WIFI poor,
Hotel Made In Louise,Germany,10.0,exceptional,,
East Time Hotel,Belarus,8.8,cheapest room breakfast include book Minsk good quality price,,quality price good
Hotel Ambrosia,United Kingdom,10.0,exceptional,,friendly family atmosphere
Motel One Brussels,United Kingdom,10.0,totally fantastic way,,experience welcome room bed wonderful breakfast definitely
Renaissance Brussels Hotel,Israel,10.0,exceptional,,
nhow Brussels Bloom,Ireland,7.9,good,,
Jam Hotel,France,10.0,exceptional,,
Hotel 't Putje,Ireland,3.8,poor,bed awful Room step middle run shower min get hot water leave door open door manager shout close door definitely child friendly step hotel,Location great restaurant lovely man serve nice
Maison d'hôtes Îles Sont d'Ailleurs,United States,10.0,exceptional,leave bathroom window open deal army mosquito,clean large room amazing friendly owner good breakfast proximity airport Transportation hotel
Hotel Fevery,United Kingdom,9.0,perfect trip,love,Charming little hotel excellent service location facility
Queen Astrid,United Kingdom,9.6,exceptional,,comfortable bed lay apartment close main square view church living room bedroom bonus walk distance sight welcoming host meet key
Hotel Corner House,Netherlands,3.8,poor,,
Sofitel Brussels Le Louise,Austria,8.8,ideal night Brussels tourist activity,,basically expect price level good room comfortable bed professional service personnel old town walking distance underground station close
Hotel Made In Louise,Ireland,10.0,exceptional,,
East Time Hotel,Norway,8.3,good value stay,room clean night stay love water kettle room Check inn long,room big quiet good bed Breakfast fairly decent good healthy selection Hotel receptionist helpful matter hotel short min bus ride city center big supermarked close good wi fi free bottle water room
Hotel Ambrosia,Ireland,10.0,Ypres great location historic site hotel perfect location Ypres,,Breakfast wonderful freshly cook hot breakfast plenty cold choice staff friendly helpful location perfect
Motel One Brussels,United Kingdom,9.6,overall good,bedroom hotel sleep disturb noise outside tram general traffic till morning early morning,overall staff bar breakfast location drink price
Renaissance Brussels Hotel,France,4.2,disappointing,,
nhow Brussels Bloom,Cyprus,9.2,superb,,
Jam Hotel,United Kingdom,10.0,exceptional,,
Hotel 't Putje,Egypt,4.6,disappointing,clean bad cleaning smell kettle expect,location
Maison d'hôtes Îles Sont d'Ailleurs,Netherlands,7.1,convenient close airport lot space improvement,leave car key owner let park car strict check time Bed soft Shower little smelly toiletry available soap dispenser shower,close airport min drive decent breakfast quiet neighborhood friendly host
Hotel Fevery,Spain,10.0,definitely come,,great hotel storybook city great location excellent staff yummy breakfast
Hotel Corner House,Belgium,10.0,exceptional,,
Sofitel Brussels Le Louise,United Kingdom,9.2,welkend Brussels enjoyable,waiter bar service good service russel,bed superb bar service appal
Hotel Made In Louise,Italy,7.0,good,,
East Time Hotel,Germany,9.6,exceptional,breakfast selective,nice personell good service clean room spacey elevator great price
Hotel Ambrosia,United Kingdom,10.0,great excellent leave room return,,Excellent owner react want praise difficult return fully book
Motel One Brussels,United Kingdom,9.2,great place,hot food breakfast scrambled egg sausage bacon nice breakfast People happy pay bit thing,great location near door step city centre friendly staff good luggage storage service gorgeous reception area bar area
Renaissance Brussels Hotel,Cyprus,5.8,okay,,
nhow Brussels Bloom,Iceland,9.2,superb,,
Jam Hotel,Spain,10.0,exceptional,,
Hotel 't Putje,Ukraine,10.0,good time,,nice hotel exellent location helpful stuff
Maison d'hôtes Îles Sont d'Ailleurs,United States,10.0,exceptional,,great location fly Charleroi Super quiet leave car owner provide shuttle airport
Hotel Fevery,Spain,10.0,Fantastic Hotel,,wonderful hotel staff accomodating kind recommend hotel breakfast great
Sofitel Brussels Le Louise,Qatar,7.5,good,price,location
Hotel Made In Louise,Ireland,2.0,poor,,
East Time Hotel,Spain,7.5,great value money,ask room number borrow sewing needle change towel sheet demand small thing european customer bit difficult understand,great value money staff fine bit special belarussian style example clean crew change towel argue good price
Hotel Ambrosia,United Kingdom,9.6,exceptional,,central location extremely friendly owner Iwona helpful criticism room small lovely hotel stay
Motel One Brussels,Hungary,10.0,exceptional,crowdy check breakfast time,Perfect ninght
Renaissance Brussels Hotel,United Kingdom,10.0,stay time helpful nice new lobby,,
nhow Brussels Bloom,Greece,7.0,comfortable bed big room helpful personal room bathroom bad smell,,
Jam Hotel,Belgium,10.0,exceptional,,
Hotel 't Putje,United States,10.0,awesome experience celebrate wedding anniversary amazing city,,breakfast Hotel sorry
Maison d'hôtes Îles Sont d'Ailleurs,Germany,10.0,perfect overnight stay flight,,friendly owner proximity airport efficient transfer airport clean room good breakfast
Sofitel Brussels Le Louise,United Kingdom,8.8,comfortable bed wish helpful staff,check extremely slow wrong probably Booking com error hotel John Wilson Clarke USA John Douglas Clark UK booking ref correct frustrating end long day delay check,
Hotel Made In Louise,United Kingdom,7.5,good,,
East Time Hotel,Russia,8.3,good,,good breakfast beautiful park near hotel
Hotel Ambrosia,Belgium,10.0,great bnb Ieper close friendly staff,complain,stay lovely bnb weekend getaway explore WWI site lovely bed super comfy staff friendly breakfast excellent right near center town easy walk bike rent take bike excellent
Motel One Brussels,United Kingdom,10.0,exceptional,,like have separate duvet
Renaissance Brussels Hotel,United States,10.0,need people work desk check time,,
nhow Brussels Bloom,Luxembourg,7.1,good,,
Jam Hotel,United States,9.6,exceptional,,
Hotel 't Putje,Greece,6.0,pleasant,bed uncomfortable room little bit cold,
Maison d'hôtes Îles Sont d'Ailleurs,Russia,9.6,exceptional,,
Sofitel Brussels Le Louise,France,8.8,quiet locate,breakfast expensive,convenient locate
Hotel Made In Louise,United Kingdom,7.5,good,,
East Time Hotel,France,9.6,happy return client,,second stay hotel great recommend East Time Hotel traveler thank
Hotel Ambrosia,United Kingdom,9.6,good,,spacious room fry egg perfect Coffee available day cycle hire available
Motel One Brussels,United Kingdom,10.0,Best hotel,,good hôtel stay Bruxelles far
Renaissance Brussels Hotel,Australia,10.0,exceptional,,
nhow Brussels Bloom,Czech Republic,7.0,good,,
Jam Hotel,Ireland,10.0,exceptional,,
Hotel 't Putje,Ireland,3.8,poor,terrible smell bathroom like raw sewage complain sort hot water complain tell leave shower run minute hot water wait minute cold bed single keep slip apart uncomfortable love bruge hate hotel not cheap euro night breakfast angry,location
Maison d'hôtes Îles Sont d'Ailleurs,Bulgaria,8.3,good,,
Sofitel Brussels Le Louise,Russia,9.2,superb,,perfect difficult find entry hotel hotel administration care solve problem
Hotel Made In Louise,United Kingdom,7.5,excellent,,
East Time Hotel,Latvia,7.5,simple average normal stay,breakfast table clean day food change room big fridge include,Breakfast simple well
Hotel Ambrosia,United Kingdom,10.0,excellent,think thing,pleasantly surprised excellent facility afford book day mark great stay thank Vincent convenient take sight
Motel One Brussels,Poland,10.0,exceptional,,comfortable bed clean room nice helpful staff totally recommend hotel
Renaissance Brussels Hotel,Netherlands,10.0,exceptional,,
nhow Brussels Bloom,United Kingdom,8.0,good,,
Hotel 't Putje,Bangladesh,10.0,good,odor lift lobby,location sin Jan conference center
Sofitel Brussels Le Louise,Belgium,7.9,ok,,Sofitel ok
Hotel Made In Louise,Switzerland,7.1,good,,
East Time Hotel,France,9.6,great value money,,great value money large clean room comfortable bed book hotel stay
Hotel Ambrosia,United Kingdom,9.2,friendly ideal location likely return,good,owner support staff friendly helpful professional attitude assist parking location
Motel One Brussels,Denmark,10.0,good place stay Brussels,like wonderful,hotel experience simply amazing locate short walk away Grand Place Brussels main sight staff super friendly helpful smile positive room cozy clean nicely decorate choose Motel trip hesitation
Renaissance Brussels Hotel,United Kingdom,10.0,exceptional,,
nhow Brussels Bloom,Albania,7.9,good,,
Sofitel Brussels Le Louise,Qatar,7.1,good,reception answer phone directly,
Hotel Made In Louise,Israel,6.7,pleasant,,
East Time Hotel,Ireland,7.9,value money,hole bed clothe wear Kettle room nice able tea coffee maybe remove dressing table room deff fit extra single bed,value money decent size room easy fit extra bed room family good location easy access transport
Hotel Ambrosia,Australia,9.6,exceptional,bathroom little tight,position short walk centre quiet parking street outside hotel comfortable large triple room breakfast good freshly cook
Motel One Brussels,Romania,8.3,good,,beautiful hotel staff good breakfast noisy room main street
nhow Brussels Bloom,Poland,7.9,good,,
Sofitel Brussels Le Louise,United Kingdom,7.5,good,,bed super comfy
Hotel Made In Louise,Belgium,10.0,exceptional,,
East Time Hotel,United Kingdom,8.8,locate modern hotel helpful staff,breakfast little well big choice,hotel conveniently locate close bus trolleybus stop big supermarket room big modern staff friendly helpful
Hotel Ambrosia,Canada,9.2,superb,,enjoy good quality family run hotel Hotel Ambrosia meet expectation great location comfortable room personable service good hot breakfast
Motel One Brussels,France,7.5,good,facility inside room great value money,Staff behaviour location
Sofitel Brussels Le Louise,Kuwait,7.1,good,far Grand place go walk child far good restaurant,good facility quiet surrounding luxury boutique close
Hotel Made In Louise,France,8.0,good,,
Hotel Ambrosia,United Kingdom,10.0,lovely little hotel near town square,,great location lovely staff excellent breakfast
Motel One Brussels,Denmark,10.0,Super place,wide window need black blind light come outside,modern hotel new maintain relative corner city centre complaint
Sofitel Brussels Le Louise,France,2.0,overprice option awful service,yes covid special situation provide excuse breakfast restaurant room deliver room guy reception tell reception deliver breakfast room time big scandal opinion bed seat year old awful noise bed metallic matrass call luxury hotel price luxury rest,basically
Vakantielogies Cathedral,United Kingdom,8.0,good,,friendly staff welcome comfortable possible difficult Coronavirus affect visit Belgium go lockdown arrive
Vakantielogies Cathedral,Netherlands,8.0,good,,friendly staff nice room nice night stay
